N fonctionnalité;THEME;Date Fait;Demande 1;Demande 2;Demande 3;Demande 4;Résultat 1;Résultat 2;Résultat 3;Résultat 4;Paramètre Modifié;Ecran/Impression;Type;Ticket;Version
11963;STOCK;04/11/2013;Paramètrer le blocage sortie voiture par les factures;Pour les pièces diverses et/ou sans gestion de stock;;;Paramètres généraux - onglet stock - onglet page 1;;;;O;;Modification;;2013
11965;STOCK;04/11/2013;Pas de blocage sortie voiture selon la référence;;;;Fiche article - onglet divers - cocher pas de test voiture;Case accessible que pour l'administrateur;;;;;Modification;;2013
11966;STOCK;04/11/2013;Fichier de correspondances des changement de références geminox;;;;Ok;;;;;;Modification;;2013
11957;CONTRAT;02/11/2013;Facture petit collectif. ajouter adresse du collectif dans corps facture;;;;Ok;;;;;;Modification;;2013
11959;DIVERS;02/11/2013;Nettoyer prévisions pour les commande livrée avec intervention effectuée;;;;Contrôle prévisions;;;;;;Modification;;2013
11964;CONTRAT;02/11/2013;Editer les statistiques des nouveaux contrats en montant HT ou TTC;;;;Ok;;;;;;Modification;;2013
11962;FACTURE;01/11/2013;Interdire en modification le bouton choix du payeur;;;;Ok;;;;;;Modification;;2013
11902;PRELEVEMENT;25/10/2013;Prélèvement a la  norme sepa.;Consulter la note (info sepa) dans paramètres généraux - onglet rib;;;Ok;;;;;;Modification;;2013
11958;STOCK;24/10/2013;Contrôle voiture. supprimer oui/NON si quantité nulle.;;;;Ok;;;;;;Modification;;2013
11961;FACTURE;24/10/2013;Affichage du prix achat pièce dans le corps facture selon paramètres autorisation;;;;Paramètres autorisation - bouton gestion - onglet facture - cocher affichage p.achat corps facture;;;;O;;Modification;;2013
11955;COMPTABILITE;18/10/2013;Lien comptable quadratus. enlever la civilite dans les noms des comptes clients;;;;Paramètres comptabilité - onglet compte - decocher ajouter la civilité pour les comptes clients;;;;O;;Modification;;2013
11954;STOCK;17/10/2013;Ajouter le casier dans les manques voitures;;;;Ok;;;;;;Modification;;2013
11953;STOCK;15/10/2013;Exclure du profil voiture les références inactives ou epuisées;;;;Ok;;;;;;Modification;;2013
11951;COMPTABILITE;15/10/2013;Edition balance avec les soldes de tous les taux de TVA selon leur ordre. choisir solde détaillé par TVA;Affecter dans les taux de TVA un ordre de 1 a 8 (0 = autre);;;Ok;;;;;;Modification;;2013
11950;COMPTABILITE;14/10/2013;Edition TVA encaissée. ajout des taux de TVA de la facture;;;;Ok;;;;;;Modification;;2013
11948;APPAREIL;11/10/2013;Possibilité d'affecter la durée entretien sur le type d'appareil et en fonction du type client (p/c);;;;Paramètres généraux - onglet contrat - onglet général - choisir appliquer durée appareil;;;;O;;Modification;;2013
11946;PLANNING AUTO;10/10/2013;Possibilité de generer visualiser et éditer un planning auto par plusieurs utilisateurs;;;;Paramètres Généraux - Contrat - onglet Planning;Cocher tenir compte de l'utilisateur pour planning auto;;;O;;Modification;;2013
11947;PLANNING HEBDO;10/10/2013;Possibilité d'afficher tous les techniciens affectes a l'agence du client;;;;Cliquer sur le bouton techn de l'agence client situe dans le cadre chercher en haut a gauche;;;;;;Modification;;2013
11949;APPAREIL;10/10/2013;Possibilité de saisir des durées entretien pour les types d'appareil selon le type client (p/c);;;;Menu les fichiers - nomenclature - bouton type;;;;;;Modification;;2013
11943;CLIENT;09/10/2013;Possibilité de reaffecter plusieurs clients par saisie ou fichier externe;;;;Menu les clients - menu divers - contrôle clients  - bouton affectation autre client;Choisir réaffectation de plusieurs clients;;;;;Modification;;2013
11939;COLLECTIF;08/10/2013;Ajouter dans les rapports chantier batiment, escalier, étage et porte;;;;Ok;;;;;;Modification;;2013
11940;FACTURE;08/10/2013;Mise à jour facture par agence utilisateur;;;;"""Paramètres généraux - onglet divers - onglet page 4 - cocher """"mise à jour facture par agence""""""";Paramètres autorisation - gestion - ongler 4 - decocher les utilisateurs sans restriction de mise à jour;;;O;;Modification;;2013
11944;CLIENT;08/10/2013;Possibilité d'afficher les clients de plusieurs agences par un code region;Fontionne egalement dans le planning hebdo;;;Paramètres généraux - onglet divers - onglet page 4. cocher recherche région;;;;O;;Modification;;2013
11945;PARAMETRES;06/10/2013;Pour les utilisateurs gérer plusieurs accès agences par un code region;;;;Paramètres autorisations - bouton region - créer les régions;Paramètres autorisations - bouton gestion - onglet Client- saisir la région obligatoire;;;O;;Modification;;2013
11942;STOCK;05/10/2013;Possibilité de transferer directement en voiture les quantités a rendre à partir de la generation des;Mouvements voiture;;;Ok;;;;;;Modification;;2013
11938;CONTRAT;03/10/2013;Tenir compte des dates de fin de remise lors des augmentations de contrat;Possibilité de supprimer le taux si date remise depassée;;;Paramètres généraux - onglet contrat - onglet individuel - onglet page 3;"""Cocher """"supprimer les remises avec date dépassée lors des augmentations""""""";;;O;;Modification;;2013
11935;FACTURE;02/10/2013;Saisie facture. interdire le choix du payeur autre que les boutons (u-p-g-a);Ne concerne pas l'administrateur;;;Paramètres généraux - onglet facture - onglet divers 5;"""Cocher """"choix restreint du payeur facture""""""";;;O;;Modification;;2013
11936;FACTURE;02/10/2013;Conversion devis. possibilité de changer de payeur lors de la conversion;;;;Ok;;;;;;Modification;;2013
11937;FACTURE;02/10/2013;Autoriser utilisateur autre que administrateur pour mettre en commun les devis type;;;;Paramètres autorisations - bouton gestion - onglet facture;"Cocher ""mettre devis type en commun""";;;O;;Modification;;2013
11952;FACTURE;02/10/2013;En cas de reconversion d'une facture en devis, la facture sera stockée dans les abandons facture;;;;Ok;;;;;;Modification;;2013
11932;FICHIERS GENERAUX;01/10/2013;Anomalies lors du changement des codes clients divers pour les règlements;;;;Ok;;;;;;Modification;;2013
11933;STOCK;01/10/2013;Integration dans les catalogues Chaffoteaux et De Dietrich des produits finis;;;;Ok;;;;;;Modification;;2013
11934;FACTURE;01/10/2013;Afficher le nom et adresse du payeur dans l'écran facuture-devis-avoir;;;;Ok;;;;;;Modification;;2013
11941;CLIENT;27/09/2013;Bloquer l'accès a un client hors perimetre agence utilisateur;;;;Paramètres généraux - onglet divers - page 4 ;Choisir le mode d'accès (libre, bloquant, que visualisation);;;O;;Modification;;2013
11928;FICHIERS GENERAUX;29/08/2013;Augmenter les tarifs par famille (contrat, déplacement, divers, mes....);;;;Ok;;;;;;Modification;;2013
11929;CONTRAT;26/08/2013;Editer liste échéance par n° facture;;;;Paramètres édition - onglet divers;Cocher n° facture dans classement;;;O;;Modification;;2013
11926;STOCK;31/07/2013;Ajout d'un coefficient manuel pour le calcul des prix de vente;;;;Ok;;;;;;Modification;;2013
11927;STOCK;31/07/2013;Possiblite de créer une référence à partir du stock agence;;;;Ok;;;;;;Modification;;2013
11916;STOCK;29/07/2013;Ne pas mettre à jour les entrées (commande) des références cochées pas de gestion stock;;;;Paramètres généraux - Stock - onglet page 3;Cocher Aucune gestion de stock;;;O;;Modification;;2013
11925;DIVERS;29/07/2013;Enquete retour. changer le code dossier par le code agence interne;;;;Ok;;;;;;Modification;;2013
11917;FACTURE;29/07/2013;Possibilité de rendre obligatoire la MAJ des factures avec code agence;Possibilité de ne pas le rendre obligatoire selon utilisateur ;Si agence obligatoire dans les autorisations seules les factures de l'agence seront mises à jour.;;"""Paramètres généraux - onglet divers - onglet page 4 - cocher """"mise à jour facture par agence""""""";"""Paramètres autorisations - bouton gestion - onglet 4 - cocher """"pas de mise à jour facture par agence""""""";;;O;;Modification;;2013
11924;FACTURE;29/07/2013;Edition des a revoir. ajouter toutes les lignes d'observation + marque + modele appareil;;;;Ok;;;;;;Modification;;2013
11923;STOCK;25/07/2013;Nouvel état étiquette etiqco12 pour garanka-bucheron;;;;Ok;;;;;;Modification;;2013
11922;DIVERS;16/07/2013;Ajouter dans l'extraction de l'enquete retour une colonne contrat o/n;;;;Ok;;;;;;Modification;;2013
11921;CONTRAT;16/07/2013;Contrat Afnor. tenir compte des coordonnées de l'agence;;;;Paramètres édition - onglet généraux;Prend en comptes les paramètres de prop.contrat / Afnor;;;O;;Modification;;2013
11915;COLLECTIF;13/07/2013;N° contrat obligatorie dans fiche collectif;;;;Paramètres généraux - onglet divers - onglet page 1;"""Cocher """"n° contrat obligatoire pour collectif""""""";;;O;;Modification;;2013
11919;CONTRAT;10/07/2013;Provision v1/contrat. ne pas prendre les factures liées a un avoir;;;;Ok;;;;;;Modification;;2013
11920;INTERVENTION;10/07/2013;Editer l'option contrat sur le BI;;;;Ok;;;;;;Modification;;2013
11914;STOCK;10/07/2013;Inventaire magasin par douchette. cumul des stock si plusieurs fois la même référence;;;;Ok;;;;;;Modification;;2013
11918;CONTRAT;09/07/2013;Provision avec % entretien. ne pas prendre les factures liées a un avoir;;;;Ok;;;;;;Modification;;2013
11912;INTERVENTION;21/06/2013;Faire apparaitre sur les pda les options collectif;;;;Ok;;;;;;Modification;;2013
11913;PLANNING HEBDO;21/06/2013;Faire apparaitre le bouton message;;;;Ok;;;;;;Modification;;2013
11911;STOCK;17/06/2013;Changement de code Fournisseur avec préfixe;;;;Ok;;;;;;Modification;;2013
11910;FACTURE;06/06/2013;Date + n° intervention obligatoire avec ve;;;;Paramètres généraux - onglet facture - onglet divers 5 ;Cocher intervention obligatoire avec ve;;;O;;Modification;;2013
11906;MAILING;05/06/2013;Ajouter critère agence;;;;Ok;;;;;;Modification;;2013
11907;DIVERS;05/06/2013;Affichage prévision ajouter critère agence;;;;Paramètres généraux - onglet divers - onglet page 4 - cocher prévision par agence utilisateur;;;;O;;Modification;;2013
11905;STOCK;05/06/2013;Affecter le coefficient de prix de vente client selon agence;Avoir renseigner le coefficient dans les agences;;;Paramètres généraux - Stock - cocher coefficient selon agence;;;;O;;Modification;;2013
11908;STOCK;05/06/2013;Outils pour affecter les coefficients prix de vente client selon agence;Avoir renseigner le coefficient dans les agences;;;Menu stock - articles - bouton outils - bouton affecter coefficient selon agence;;;;;;Modification;;2013
11900;STOCK;16/05/2013;Outils pour enlever les espaces dans le code barre;;;;Menu stock - article - bouton outils;;;;;;Modification;;2013
11899;STOCK;15/05/2013;Ajouter le  conditionnement de vente dans la fiche article;;;;Ok;;;;;;Modification;;2013
11898;FACTURE;07/05/2013;Tableau de bord par activité. ajouter cout main d'oeuvre;;;;Ne pas oublier de renseigner les couts dans les paramètres généraux - onglet cout;;;;O;;Modification;;2013
11892;FACTURE;26/04/2013;Ajouter agence pour client divers;;;;Ok;;;;;;Modification;;2013
11894;STOCK;26/04/2013;Possibilité d'affecter des coefficients de vente par famille;;;;Menu article - bouton calcul - bouton famille;;;;;;Modification;;2013
11895;STOCK;26/04/2013;Possibilité d'affecter des coefficients de vente par marque et par famille;;;;Menu article - bouton calcul - bouton coefficient par marque;;;;;;Modification;;2013
11896;STOCK;26/04/2013;Possibilité d'affecter des coefficients par grille tarif;;;;Menu article - bouton calcul - bouton grille tarifs;;;;;;Modification;;2013
11891;CLIENT;23/04/2013;Editer attestation TVA pour autre Tiers;;;;Ok;;;;;;Modification;;2013
11897;PERSONNEL;23/04/2013;Si absence journée il faut ecraser les absences existantes matin/apres-midi;;;;Paramètres généraux - onglet divers - onglet page 2;Cocher ecraser absence matin ou après-midi par journée;;;O;;Modification;;2013
11893;STOCK;23/04/2013;Possibilité d'alimenter une voiture suite a une livraison de commande;;;;Paramètres généraux - Stock - Onglet Commande - Onglet Commande 2;Cocher mettre à jour une voiture à partir d'une livraison;;;O;;Modification;;2013
11890;COLLECTIF;21/04/2013;Changement code collectif par saisie ou ajout préfixe ou par fichier externe;;;;Ok;;;;;;Modification;;2013
11889;STOCK;06/04/2013;Ajouter le casier dans l'édition de commande récapitulative;;;;Ok;;;;;;Modification;;2013
11887;STOCK;29/03/2013;Mise à jour mini maxi par fichier externe;;;;Menu le stock - article - bouton outils - bouton  saisir ou enlever mini maxi;;;;;;Modification;;2013
11888;STOCK;29/03/2013;Ajouter critère de choix sur le casier pour l'édition des étiquettes;;;;Ok;;;;;;Modification;;2013
11877;STOCK;27/03/2013;Mettre à jour par les catalogues les prix si Fournisseurs différents pour même référence;;;;Ok;;;;;;Modification;;2013
11882;STOCK;22/03/2013;Mettre à jour les sorties exceptionnelles par fichier externe;;;;Ok;;;;;;Modification;;2013
11886;COLLECTIF;20/03/2013;Redecouper un collectif selon critères afin d'affecter les locataires a un autre collectif existant;;;;Menu les collectifs - menu divers - divers - bouton redecouper un collectif;;;;;;Modification;;2013
11883;CLIENT;15/03/2013;Le passage d'un client en hors-contrat manuellement est stocke dans le fichier des passage hors-contrat;;;;Ok;;;;;;Modification;;2013
11884;CLIENT;15/03/2013;Lors de la mise à jour d'une facture  de contrat individuel.si nouveau contrat l'information est stockée dans;Un fichier (necontr);;;Ok;;;;;;Modification;;2013
11881;STOCK;15/03/2013;Possibilité de saisir pour un technicien des pièces qui doivent être toujours dans sa voiture;;;;Fiche personnel - onglet voiture - onglet stock - onglet rouge;;;;;;Modification;;2013
11885;CONTRAT;15/03/2013;Possibilité de voir les contrats résilies ou les nouveaux contrat;;;;Menu les contrat - statistiques - bouton résilies ou signes;;;;;;Modification;;2013
11880;STOCK;14/03/2013;Possibilité de saisir des pièces reservées a un technicien;;;;Fiche personnel - onglet voiture - onglet stock - onglet reserve;;;;;;Modification;;2013
11879;CONTRAT;13/03/2013;Création des factures de contrat. la 1ere ligne du corps peut être parametrable;"""Par défaut """"renouvellement de contrat""""""";;;Paramètres généraux - onglet facture - onglet contrat;Saisir le champ 1ère ligne facture contrat avec son format (gras ou italique ou vide);;;O;;Modification;;2013
11868;STOCK;08/03/2013;Livraison commande avec douchette;;;;Ok;;;;;;Modification;;2013
11878;STOCK;13/02/2013;Autorisation différente pour modifier ou annuler une commande;;;;Paramètres autorisation - gestion - onglet Stock;;;;O;;Modification;;2013
11876;STOCK;09/02/2013;Test stock agence NON mouvemente. integrer les devis acceptes;;;;Paramètres  généraux  - Stock - onglet page 2;;;;O;;Modification;;2013
11875;STOCK;07/02/2013;Outils ajouter remise. possibilité de saisir manuellement un taux de remise par marque et famille;;;;Ok;;;;;;Modification;;2013
11874;COLLECTIF;05/02/2013;Ajouter le n° de BI dans l'extraction du  rapport chantier;;;;Apres la date intervention;;;;;;Modification;;2013
11850;STOCK;05/02/2013;Integrer des commandes internes externes par fichier;;;;Paramètres généraux - Stock - Onglat Commande - Onglet Commande 1;Cocher commande interne et commande interne par import fichier;;;O;;Modification;;2012
11866;STOCK;02/02/2013;Mouvement voiture avec douchette;;;;Ok;;;;;;Modification;;2013
11873;MAILING;01/02/2013;Etiquette sur format 3x8;;;;Ok;;;;;;Modification;;2013
11871;FACTURE;31/01/2013;Possibilité de ne pas éditer une facture en attente;;;;Paramètres généraux - onglet facture - onglet divers 6;;;;O;;Modification;;2013
11872;CLIENT;31/01/2013;Ne pas afficher dans histo pièces les commandes livrées du client mais NON installées;;;;Paramètres généraux - Stock - onglet Commande - Onglet Commande 1;;;;O;;Modification;;2013
11869;FACTURE;30/01/2013;N'autoriser une TVA nulle que sur les factures ne contenant que de la fournitures;;;;Paramètres généraux - onglet divers - cocher TVA nulle que sur fournitures;;;;O;;Modification;;2013
11867;STOCK;29/01/2013;Commande avec douchette;;;;Ok;;;;;;Modification;;2013
11861;COMPTABILITE;29/01/2013;Ajouter dans l'écran de remise bancaire le code et nom du client si NON payeur;;;;Ok;;;;;;Modification;;2013
11343;FACTURE;28/01/2013;Possibilité de faire plusieurs avoirs sur une facture;;;;Ok;;;;;;Modification;;2010
11865;INTERVENTION;25/01/2013;Attestation entretien. éditer la designation de la puissance et NON le code;;;;Ok;;;;;;Modification;;2013
11858;FACTURE;25/01/2013;Possibilité d'avoir une TVA nulle;;;;Paramètres généraux - onglet divers - cocher TVA nulle possible;Ceci permettra de créer dans l'écran de TVA un code TVA sans taux;;;O;;Modification;;2013
11864;COLLECTIF;22/01/2013;Duplication de locataires. possibilité de reprendre les observations;;;;Ok;;;;;;Modification;;2013
11854;COLLECTIF;21/01/2013;Alerte si le code agence est différent de celui du gerant et propriétaire;;;;Paramètres généraux - onglet contrat - onglet collectif - cocher test agence;;;;O;;Modification;;2013
11855;CLIENT;21/01/2013;Alerte si le code agence est différent de celui du collectif;;;;Paramètres généraux - onglet contrat - onglet collectif - cocher test agence;;;;O;;Modification;;2013
11863;CONTRAT;20/01/2013;Avis de passage. prevoir du texte libre général ou propre a un collectif;L'édition prendra par défaut les paramètres AVP  collectif siNON les paramètres édition;;;Paramètres éditions - onglet AVP - saisir le texte fixe;Fiche collectif - onglet observations - onglet texte AVP - cocher texte specifique et les lignes de texte;;;O;;Modification;;2013
11856;PLANNING HEBDO;16/01/2013;Ajout d'une colonne I/C  (individuel - collectif) dans le ¨planning journalier;;;;Ok;;;;;;Modification;;2013
11848;PLANNING AUTO;16/01/2013;Pour la construction du planning auto en collectif, possibilité de choisir le classement;;;;Ajout dans l'écran de construction d'un onglet collectif;;;;;;Modification;;2012
11859;CONTRAT;14/01/2013;Ajouter le prénom dans le fichier prélèvement;;;;Cocher plutot nom avec n° dossier dans paramètres généraux - onglet rib;;;;O;;Modification;;2013
11860;CLIENT;14/01/2013;Alerte si modification des dates de contrat pour un client en prélèvement;;;;Ok;;;;;;Modification;;2013
11857;FACTURE;10/01/2013;Correction liste factures.. deduire les avoirs de la ventilation contrat;;;;Ok;;;;;;Modification;;2013
11851;FACTURE;19/12/2012;Pour les éditions avoirs du luxembourg remplacer le mot avoir par note de crédit;;;;Paramètres généraux - onglet facture - onglet avoir - saisir le libellé avoir;;;;O;;Modification;;2012
11853;STOCK;18/12/2012;Possibilité de saisir plusieurs référence a éditer en format étiquettes;;;;Menu stock - article - bouton imprimer - bouton étiquette;;;;;;Modification;;2012
11852;PERSONNEL;11/12/2012;Saisie rapide absence. ajouter libellé libre;;;;Ok;;;;;;Modification;;2012
11849;COLLECTIF;06/12/2012;Ajouter n° contrat dans liste collectif;;;;Ok;;;;;;Modification;;2012
11847;FACTURE;25/11/2012;Pendant création de facture. si n° facture attribuée il doit être impossible de saisir un n° d'intervention;;;;Ok;;;;;;Modification;;2012
11843;DIVERS;29/10/2012;Alerte générale des collectifs à facturer ou visite entretien;Alerte des voitures avec contrôle technique;Alerte étalonnage appareil de mesure;;A paramètrer dans les autorisations - onglet Alertes;;;;O;;Modification;;2012
11845;COMPTABILITE;28/10/2012;Lien comptable sage iserba;#NOM?;#NOM?;;Ok;;;;;;Modification;;2012
11815;FACTURE;26/10/2012;Gestion des impayes. critère sur la date de dernière viste entretien pour les facture de contrat;Sous condition de ne prendre que les factures de contrat;;;Ok;;;;;;Modification;;2012
11846;FACTURE;26/10/2012;Gestion des impayes. tenir compte de la date de dernière relance;;;;Ok;;;;;;Modification;;2012
11844;CONTRAT;25/10/2012;Ajouter un maximum point fidélité par tarif et par genre;;;;A  ajouter dans chaque genre ou tarif selon le paramètre de gestion des points fidélité choisi;;;;O;;Modification;;2012
11839;CONTRAT;23/10/2012;Possibilité d'affecter des paramètres par défaut pour la construction d'un planning auto;-  decalage saisie retour,  - tenir compte du dernier entretien  -  de la date de MES   - des appels;Ces info sont par défaut donc modifiables lors de la construction;;Paramètres généraux - onglet contrat - onglet général;Renseigner planning auto (paramètres par défaut);;;O;;Modification;;2012
11840;STOCK;22/10/2012;Possibilité d'ajouter unite de ventes dans les articles;;;;Ok;;;;;;Modification;;2012
11841;FICHIERS GENERAUX;22/10/2012;Possibilité de saisie une table d'unite de ventes pouvant être associe dans les tarifs et articles;;;;Fichiers généraux - onglet divers 1;;;;;;Modification;;2012
11842;STOCK;22/10/2012;Unite de vente pouvant être obligatoire;;;;Paramètres généraux - Stock;;;;O;;Modification;;2012
11838;FACTURE;18/10/2012;Possibilité d'inclure dans une facture-devis les lignes observations de la fiche article;;;;Paramètres généraux - onglet facture;Cocher récupérer toutes les observations articles;;;O;;Modification;;2012
11829;PLANNING GRAPHIQUE;15/10/2012;Sur plage horaire visuel de couleur selon disponibilité technicien;;;;Ok;;;;;;Modification;;2012
11831;STOCK;13/10/2012;Ajouter les achats dans le tableau de bord domaine activité ;Rendre obligatoire l'activité dans les commandes;;;Ok;;;;;;Modification;;2012
11828;STOCK;12/10/2012;Editer le sur-stock voiture selon voiture type (qyuantite et référence en plus);;;;Ok;;;;;;Modification;;2012
11830;STOCK;12/10/2012;Ajouter client dans mouvement voiture a  ajouter dans historique voiture;;;;Ok;;;;;;Modification;;2012
11832;STOCK;12/10/2012;Ajouter 2 autres lettres possibles dans les n° commandes;;;;Paramètres généraux - Stock - Onglet Commande - Onglet Commande 2;;;;O;;Modification;;2012
11834;FACTURE;12/10/2012;Detail pièces devis acceptes choix de la date (accepte, intervention);;;;Ok;;;;;;Modification;;2012
11835;FACTURE;12/10/2012;Liste devis intervention. ajouter colonne agence;;;;Ok;;;;;;Modification;;2012
11837;STOCK;12/10/2012;Domaine activité dans commande;;;;Paramètres généraux - Stock - onglet Commande - Onglet Commande 1;Cocher domaine activité obligatoire commande;;;O;;Modification;;2012
11827;STOCK;11/10/2012;Ajouter dans stock voiture type manquant la quantité stock magasin et stock voiture;;;;Ok;;;;;;Modification;;2012
11836;PERSONNEL;11/10/2012;Ajouter dans la saisie des heures travaillées des critères de recherche sur équipe et technicien;;;;Ok;;;;;;Modification;;2012
11824;PARAMETRES;05/10/2012;Paramètres nouveau cetip o/n;;;;Ok;;;;;;Modification;;2012
11826;COLLECTIF;03/10/2012;Liste entretiens locataires. n'éditer que les contrats;;;;Ok;;;;;;Modification;;2012
11825;FACTURE;02/10/2012;Editer le nombre d'interventiions par type appareil et code retour;;;;Facture devis avoir - bouton édition - bouton récapitulatif - cocher intervention par type appareil;;;;;;Modification;;2012
11819;FICHIERS GENERAUX;24/09/2012;Correcteur ortographe modele appareil.   ajouter  le code nomenclature dans les choix de modele;;;;Ok;;;;;;Modification;;2012
11817;APPAREIL;24/09/2012;Ajouter un outils de mise à jour des codes nomenclatures dans les appareils clients avec fichier externe;;;;Menu fichiers - nomenclature - bouton attribution de code nomenclature automatique;Bouton aide donne la structure;;;;;Modification;;2012
11820;DIVERS;24/09/2012;Ecran excel pour résultat phoning;;;;Ok;;;;;;Modification;;2012
11818;COLLECTIF;24/09/2012;Ajouter indice ebiq;;;;Ok;;;;;;Modification;;2012
11816;PARAMETRES;18/09/2012;Paramètres enquete retour. autoriser modification selon utilisateur;;;;Paramètres - autorisation -  gestion - onglet facture;Cocher paramètre enquête retour;;;O;;Modification;;2012
11814;FICHIERS GENERAUX;10/09/2012;Possibilité de n'afficher que les tarifs actifs;;;;Ok;;;;;;Modification;;2012
11812;STOCK;07/09/2012;Possibilité de reaffecter ou dupliquer l'ouitillage entre 2 techniciens;;;;Ok;;;;;;Modification;;2012
11802;FACTURE;06/09/2012;Ajouter outils affectation code retour sur facture avec appareil;;;;Menu facture - bouton divers;Autoriser administrateur;;;;;Modification;;2012
11807;STOCK;06/09/2012;Bonde commande. ajouter le tél Fournisseur;;;;Ok;;;;;;Modification;;2012
11808;STOCK;06/09/2012;Bon de commande. ajouter date livraison prévue;;;;Ok;;;;;;Modification;;2012
11809;STOCK;06/09/2012;Bon de commande. ajouter n° et nom client si commande prévue que pour le client;;;;Ok;;;;;;Modification;;2012
11811;INTERVENTION;06/09/2012;Decocher BI éditer si modification de la date;;;;Ok;;;;;;Modification;;2012
11806;CLIENT;05/09/2012;Visuel VE faite si VE effectuée après la date de renouvellement NON payée;;;;Paramètres généraux - onglet contrat - onglet général - cocher VE faite après date renouvellement;;;;O;;Modification;;2012
11803;MAILING;03/09/2012;Ajouter critère mailing sur date CC2/CC4;;;;Ok;;;;;;Modification;;2012
11784;COLLECTIF;02/09/2012;Limiter la hausse pour un collectif si depassée par le résultat de la formule;;;;Ok;;;;;;Modification;;2012
11801;CONTRAT;02/09/2012;Mise prix contrat. ajouter critère de date facture contrat et date augmentation;;;;Ok;;;;;;Modification;;2012
11805;COLLECTIF;02/09/2012;Recherche possible collectif par nom gerant;;;;Faire un contrôle collectif la 1ere fois;;;;;;Modification;;2012
11800;PARAMETRES;01/09/2012;Ajouter n° qualigaz;;;;Ok;;;;;;Modification;;2012
11804;CLIENT;01/09/2012;Possibilité d'éditer certificat CC4 à partir de la fiche client;;;;Ok en passant par fiche client - imprimer;Et lors de édition facture si code retour=remplacement appareil;;;;;Modification;;2012
11782;COLLECTIF;01/09/2012;Possibilité de faire des recherches immeuble par type de facturation;;;;Ok;;;;;;Modification;;2012
11796;STOCK;31/08/2012;Ajouter dans une fiche article le temps prévu de mo + le nbre de technicien;;;;Ok;;;;;;Modification;;2012
11797;STOCK;29/08/2012;Recherche article par référence. tester recherche egalement sur ancienne référence;;;;Ok;;;;;;Modification;;2012
11798;FACTURE;29/08/2012;Lister les devis type avec classement par n° ou famille ou designation;;;;Ok;;;;;;Modification;;2012
11799;FACTURE;29/08/2012;Possibilité de modifier le code d'un devis type;;;;Ok;;;;;;Modification;;2012
11795;COMPTABILITE;28/08/2012;Utilisateurs ayants droits lien comptable autoriser egalement modification famille;;;;Ok;;;;;;Modification;;2012
11794;DIVERS;22/08/2012;Paramètres d'autorisation pour transformer des prestations en article et vice-versa;;;;Paramètres autorisations - bouton gestion - onglet stock;;;;O;;Modification;;2012
11793;FACTURE;21/08/2012;Ajouter dans les factures de bon collectif le code collectif;;;;Ok;;;;;;Modification;;2012
11792;FACTURE;20/08/2012;Test TVA correction possible autre que administrateur et info tec;;;;Possible pour utilisateur avec autorisation lien comptable;;;;;;Modification;;2012
11785;COLLECTIF;16/07/2012;Liste deroulante des valeurs d'indice par mois et année;;;;Ok;;;;;;Modification;;2012
11789;FACTURE;16/07/2012;Temps production. éditer cumul temps passe par technicien et par famille standard des codes retour;;;;Ok;;;;;;Modification;;2012
11790;FACTURE;16/07/2012;Liste des temps passes contrat et des temps prévus entretien;;;;Ok;;;;;;Modification;;2012
11791;CONTRAT;16/07/2012;Rentabilite selon date de contrat;;;;Ok;;;;;;Modification;;2012
11786;FACTURE;08/07/2012;Bloquer la date de facture a la date du jour;;;;Paramètres généraux - onglet facture - onglet diver1;;;;O;;Modification;;2012
11787;CONTRAT;08/07/2012;PCA avec les VE faites ou programmées après la date de facture contrat;;;;Ok;;;;;;Modification;;2012
11788;CONTRAT;08/07/2012;Listes des client sans VE mais avec une facture contrat sur sur période;;;;Ok;;;;;;Modification;;2012
11781;INTERVENTION;02/07/2012;Editer un courrier liée a l'intervention comme les AVP mais pour tout type d'intervention;;;;Ok;;;;;;Modification;;2012
11767;STOCK;22/06/2012;Rechercher par référence Fournisseur;;;;Ok;;;;;;Modification;;2012
11770;COLLECTIF;19/06/2012;Pour une collectif affectation d'un code nomenclature sur tous les appareils existant avec possibilité;De créer automatiquement si appareil inexistant pour un logement;;;Ok;;;;;;Modification;;2012
11771;COLLECTIF;19/06/2012;En cas de mise à jour des appareils d'un collectif possibilité de choix pour ecraser la partie non;Technique (n°série, date mes.....);;;Ok;;;;;;Modification;;2012
11769;DIVERS;18/06/2012;Possiblite extraction tables (manuel ou automatique);;;;Menu outils - plusieurs extractions;Automatismes dans paramètres généraux - onglet divers - onglet automatismes 2;;;;;Modification;;2012
11772;CONTRAT;18/06/2012;Liste des contrat avec formules et option;;;;Menu contrat - statistiques - bouton générales - bouton détail contrat;;;;;;Modification;;2012
11775;PARAMETRES;17/06/2012;Ajouter droits utilisateur pour mise à jour parc appareil;;;;Ok;;;;;;Modification;;2012
11776;PARAMETRES;17/06/2012;Ajouter droits utilisateur pour attribution code nomenclature manuelle;;;;Ok;;;;;;Modification;;2012
11777;PARAMETRES;17/06/2012;Ajouter droits utilisateur pour mise à jour collectif;;;;Ok;;;;;;Modification;;2012
11778;PARAMETRES;17/06/2012;Ajouter droits utilisateur pour récupération collectif;;;;Ok;;;;;;Modification;;2012
11779;PARAMETRES;17/06/2012;Ajouter droits utilisateur pour mise à jour date marché;;;;Ok;;;;;;Modification;;2012
